"Date","Price","Open","High","Low","Vol.","Change %"
"07/24/2017","15,128.69","15,170.45","15,170.45","15,082.91","114.96M","-0.36%"
"07/21/2017","15,183.13","15,234.69","15,237.51","15,134.74","160.56M","-0.53%"
"07/20/2017","15,264.64","15,281.03","15,319.22","15,224.77","141.90M","0.13%"
"07/19/2017","15,244.71","15,162.40","15,257.92","15,161.40","144.50M","0.63%"
"07/18/2017","15,149.57","15,159.58","15,159.58","15,086.30","140.09M","-0.10%"
"07/17/2017","15,165.36","15,186.31","15,209.29","15,155.43","132.56M","-0.06%"
"07/14/2017","15,174.81","15,158.42","15,208.39","15,130.06","132.01M","0.26%"
"07/13/2017","15,135.00","15,147.35","15,159.67","15,113.06","155.22M","-0.06%"
"07/12/2017","15,143.99","15,215.83","15,297.04","15,137.98","177.89M","-0.03%"
"07/11/2017","15,149.14","15,100.60","15,149.14","15,033.72","160.58M","0.29%"
"07/10/2017","15,105.28","15,013.76","15,138.20","14,987.76","149.96M","0.52%"
"07/07/2017","15,027.16","15,037.16","15,037.16","14,915.78","162.70M","-0.34%"
"07/06/2017","15,078.00","15,086.89","15,138.49","15,053.10","188.84M","-0.50%"
"07/05/2017","15,153.12","15,125.04","15,176.80","15,033.81","172.45M","0.15%"
"07/04/2017","15,130.61","15,217.37","15,242.55","15,095.81","65.95M","-0.34%"
"06/30/2017","15,182.19","15,233.78","15,239.59","15,114.56","183.60M","-0.21%"
"06/29/2017","15,213.42","15,359.02","15,359.02","15,148.25","188.73M","-0.93%"
"06/28/2017","15,355.58","15,306.82","15,368.88","15,264.59","170.47M","0.49%"
"06/27/2017","15,281.22","15,328.15","15,354.42","15,274.42","193.10M","-0.23%"
"06/26/2017","15,316.02","15,331.03","15,378.74","15,264.70","149.92M","-0.02%"
"06/23/2017","15,319.56","15,240.66","15,344.57","15,221.78","175.04M","0.65%"
"06/22/2017","15,219.90","15,157.05","15,266.66","15,153.01","208.58M","0.47%"
"06/21/2017","15,148.53","15,163.12","15,246.02","15,125.09","199.18M","-0.01%"
"06/20/2017","15,149.60","15,228.56","15,228.85","15,136.72","187.92M","-0.76%"
"06/19/2017","15,266.04","15,242.90","15,325.90","15,234.74","187.80M","0.48%"
"06/16/2017","15,192.54","15,148.53","15,214.21","15,092.28","858.89M","0.21%"
"06/15/2017","15,160.42","15,111.77","15,176.42","15,077.95","221.26M","-0.06%"
"06/14/2017","15,170.13","15,381.63","15,381.63","15,166.32","273.77M","-1.36%"
"06/13/2017","15,379.75","15,380.22","15,380.93","15,296.11","222.94M","-0.03%"
"06/12/2017","15,383.80","15,476.25","15,594.17","15,354.29","213.19M","-0.58%"
"06/09/2017","15,473.21","15,415.24","15,505.23","15,401.07","234.93M","0.32%"
"06/08/2017","15,423.09","15,354.94","15,423.71","15,342.78","196.67M","0.33%"
"06/07/2017","15,372.14","15,445.71","15,495.76","15,356.81","217.93M","-0.60%"
"06/06/2017","15,464.56","15,378.16","15,471.08","15,368.34","213.76M","0.36%"
"06/05/2017","15,409.78","15,420.64","15,447.69","15,344.94","143.41M","-0.21%"
"06/02/2017","15,442.75","15,466.08","15,466.08","15,419.44","179.06M","-0.18%"
"06/01/2017","15,469.91","15,363.07","15,493.90","15,337.53","224.80M","0.78%"
"05/31/2017","15,349.91","15,374.35","15,382.06","15,254.07","374.62M","-0.15%"
"05/30/2017","15,372.35","15,396.20","15,428.99","15,360.90","161.11M","-0.32%"
"05/29/2017","15,421.91","15,420.31","15,460.52","15,405.27","58.84M","0.03%"
"05/26/2017","15,416.93","15,429.01","15,429.39","15,368.25","151.79M","0.04%"
"05/25/2017","15,410.73","15,463.55","15,504.04","15,340.34","191.40M","-0.06%"
"05/24/2017","15,419.49","15,470.49","15,470.49","15,326.91","204.85M","-0.37%"
"05/23/2017","15,476.94","15,521.05","15,538.78","15,465.90","225.54M","0.12%"
"05/19/2017","15,458.46","15,347.04","15,469.89","15,334.91","209.88M","1.19%"
"05/18/2017","15,277.20","15,229.29","15,336.59","15,164.73","234.16M","0.02%"
"05/17/2017","15,273.68","15,501.58","15,501.58","15,273.68","253.23M","-1.73%"
"05/16/2017","15,543.33","15,650.01","15,700.55","15,542.57","211.46M","-0.55%"
"05/15/2017","15,629.47","15,625.72","15,674.57","15,613.77","207.39M","0.59%"
"05/12/2017","15,537.88","15,550.80","15,602.95","15,505.13","200.34M","-0.08%"
"05/11/2017","15,550.55","15,616.82","15,636.40","15,526.01","255.47M","-0.53%"
"05/10/2017","15,633.21","15,567.51","15,643.12","15,565.89","245.80M","0.41%"
"05/09/2017","15,569.20","15,644.08","15,672.23","15,516.67","209.50M","-0.53%"
"05/08/2017","15,652.08","15,624.88","15,661.31","15,592.54","199.93M","0.45%"
"05/05/2017","15,582.04","15,441.63","15,594.47","15,423.32","213.12M","1.20%"
"05/04/2017","15,396.70","15,509.95","15,523.87","15,367.44","275.46M","-0.94%"
"05/03/2017","15,543.14","15,591.24","15,639.70","15,537.51","240.57M","-0.49%"
"05/02/2017","15,619.65","15,590.32","15,655.96","15,565.67","254.80M","0.28%"
"05/01/2017","15,575.63","15,601.65","15,605.88","15,561.60","202.49M","-0.07%"
"04/28/2017","15,586.13","15,542.15","15,630.04","15,503.62","216.80M","0.51%"
"04/27/2017","15,506.47","15,643.63","15,643.63","15,427.32","277.40M","-0.91%"
"04/26/2017","15,649.54","15,744.68","15,755.20","15,649.54","235.58M","-0.61%"
"04/25/2017","15,745.19","15,748.40","15,792.61","15,735.58","251.93M","0.21%"
"04/24/2017","15,712.46","15,693.94","15,763.34","15,682.64","202.15M","0.63%"
"04/21/2017","15,614.48","15,608.95","15,640.77","15,584.64","177.33M","-0.07%"
"04/20/2017","15,625.56","15,583.51","15,674.95","15,565.99","198.43M","0.47%"
"04/19/2017","15,552.88","15,658.78","15,683.85","15,532.77","222.20M","-0.45%"
"04/18/2017","15,622.57","15,643.03","15,659.35","15,543.43","206.88M","-0.40%"
"04/17/2017","15,684.89","15,562.31","15,687.79","15,562.31","160.82M","0.96%"
"04/13/2017","15,535.48","15,634.67","15,634.67","15,528.96","179.65M","-0.72%"
"04/12/2017","15,648.40","15,701.13","15,714.52","15,642.96","208.13M","-0.50%"
"04/11/2017","15,727.11","15,732.94","15,738.31","15,604.10","221.28M","-0.02%"
"04/10/2017","15,730.79","15,657.27","15,757.78","15,642.81","164.37M","0.41%"
"04/07/2017","15,667.13","15,699.55","15,704.13","15,641.29","214.29M","-0.19%"
"04/06/2017","15,697.18","15,684.84","15,728.61","15,659.75","180.31M","0.35%"
"04/05/2017","15,642.99","15,717.66","15,758.39","15,642.18","227.72M","-0.17%"
"04/04/2017","15,669.07","15,555.30","15,682.68","15,555.30","180.64M","0.54%"
"04/03/2017","15,584.40","15,586.99","15,633.26","15,457.82","208.06M","0.24%"
"03/31/2017","15,547.75","15,557.58","15,607.60","15,543.97","226.08M","-0.20%"
"03/30/2017","15,578.76","15,653.43","15,664.08","15,537.80","184.16M","-0.50%"
"03/29/2017","15,657.63","15,585.47","15,661.63","15,544.97","184.26M","0.38%"
"03/28/2017","15,598.57","15,522.41","15,613.62","15,522.41","232.62M","0.60%"
"03/27/2017","15,506.22","15,368.68","15,512.17","15,332.07","188.28M","0.41%"
"03/24/2017","15,442.67","15,466.80","15,485.34","15,422.15","167.70M","0.06%"
"03/23/2017","15,433.61","15,349.95","15,468.33","15,326.09","191.56M","0.55%"
"03/22/2017","15,348.46","15,274.24","15,365.54","15,241.55","224.72M","0.23%"
"03/21/2017","15,313.13","15,456.07","15,519.51","15,299.45","214.90M","-0.84%"
"03/20/2017","15,442.32","15,490.81","15,508.31","15,391.64","188.53M","-0.31%"
"03/17/2017","15,490.49","15,563.00","15,623.33","15,490.49","498.17M","-0.46%"
"03/16/2017","15,562.41","15,562.91","15,607.12","15,556.56","203.34M","0.27%"
"03/15/2017","15,520.91","15,436.47","15,534.19","15,419.94","259.68M","0.92%"
"03/14/2017","15,379.61","15,474.60","15,474.60","15,370.90","229.41M","-1.06%"
"03/13/2017","15,544.82","15,495.46","15,566.26","15,495.46","233.15M","0.25%"
"03/10/2017","15,506.68","15,543.07","15,573.51","15,422.06","225.50M","0.06%"
"03/09/2017","15,496.84","15,501.47","15,583.87","15,430.97","234.94M","0.00%"
"03/08/2017","15,496.98","15,602.30","15,645.64","15,488.86","219.32M","-0.72%"
"03/07/2017","15,608.78","15,617.37","15,637.57","15,577.25","209.34M","-0.13%"
"03/06/2017","15,629.75","15,570.72","15,631.24","15,499.63","203.87M","0.14%"
"03/03/2017","15,608.50","15,522.57","15,622.15","15,521.34","216.74M","0.46%"
"03/02/2017","15,536.65","15,586.81","15,620.55","15,532.13","232.76M","-0.40%"
"03/01/2017","15,599.68","15,534.68","15,631.40","15,480.98","267.46M","1.30%"
"02/28/2017","15,399.24","15,465.51","15,525.08","15,396.32","310.03M","-0.42%"
"02/27/2017","15,463.51","15,544.29","15,547.24","15,463.51","431.02M","-0.45%"
"02/24/2017","15,533.47","15,718.00","15,719.67","15,513.79","253.96M","-1.57%"
"02/23/2017","15,781.20","15,900.89","15,913.39","15,774.87","246.19M","-0.31%"
"02/22/2017","15,830.22","15,890.81","15,901.39","15,830.22","219.36M","-0.58%"
"02/21/2017","15,922.37","15,873.84","15,943.09","15,861.57","225.80M","0.53%"
"02/17/2017","15,838.63","15,809.77","15,848.36","15,789.06","201.42M","-0.16%"
"02/16/2017","15,864.17","15,842.27","15,865.51","15,820.70","227.26M","0.12%"
"02/15/2017","15,844.95","15,790.10","15,850.00","15,784.42","218.50M","0.37%"
"02/14/2017","15,786.03","15,756.01","15,800.34","15,713.51","203.94M","0.19%"
"02/13/2017","15,756.58","15,750.74","15,769.66","15,732.78","177.74M","0.17%"
"02/10/2017","15,729.12","15,651.83","15,736.64","15,645.61","220.29M","0.72%"
"02/09/2017","15,617.30","15,583.57","15,635.82","15,583.57","204.20M","0.41%"
"02/08/2017","15,554.04","15,482.12","15,554.04","15,414.10","236.40M","0.36%"
"02/07/2017","15,498.80","15,470.40","15,516.27","15,459.62","217.96M","0.27%"
"02/06/2017","15,456.94","15,488.88","15,492.69","15,425.50","189.74M","-0.13%"
"02/03/2017","15,476.39","15,437.82","15,502.47","15,395.98","189.44M","0.50%"
"02/02/2017","15,399.11","15,409.35","15,435.53","15,374.98","209.70M","-0.02%"
"02/01/2017","15,402.39","15,423.79","15,442.94","15,327.23","219.19M","0.11%"
"01/31/2017","15,385.96","15,393.04","15,421.76","15,313.02","250.64M","-0.12%"
"01/30/2017","15,405.12","15,544.11","15,544.11","15,366.68","201.83M","-1.10%"
"01/27/2017","15,575.81","15,614.72","15,648.19","15,543.45","162.51M","-0.25%"
"01/26/2017","15,615.52","15,634.54","15,652.19","15,590.18","196.64M","-0.18%"
"01/25/2017","15,643.84","15,631.29","15,674.30","15,625.34","225.25M","0.21%"
"01/24/2017","15,610.69","15,489.23","15,622.08","15,467.25","257.48M","0.84%"
"01/23/2017","15,480.13","15,531.03","15,531.03","15,421.20","189.36M","-0.44%"
"01/20/2017","15,547.88","15,467.70","15,573.21","15,467.70","209.61M","0.90%"
"01/19/2017","15,409.81","15,411.57","15,452.17","15,397.30","183.54M","0.08%"
"01/18/2017","15,397.85","15,430.85","15,450.07","15,366.15","232.02M","-0.28%"
"01/17/2017","15,441.36","15,497.89","15,500.39","15,430.88","207.46M","-0.25%"
"01/16/2017","15,479.29","15,494.93","15,505.11","15,442.69","73.76M","-0.12%"
"01/13/2017","15,497.28","15,419.63","15,513.93","15,403.42","188.58M","0.51%"
"01/12/2017","15,418.16","15,499.29","15,499.29","15,380.12","240.68M","-0.47%"
"01/11/2017","15,491.54","15,457.55","15,494.08","15,404.29","247.77M","0.42%"
"01/10/2017","15,426.28","15,422.69","15,459.09","15,422.69","218.07M","0.24%"
"01/09/2017","15,388.95","15,475.46","15,475.46","15,381.98","186.46M","-0.69%"
"01/06/2017","15,496.05","15,562.53","15,562.91","15,477.30","198.91M","-0.58%"
"01/05/2017","15,586.58","15,542.08","15,621.40","15,537.40","247.71M","0.45%"
"01/04/2017","15,516.75","15,433.87","15,520.59","15,412.47","215.08M","0.74%"
"01/03/2017","15,403.03","15,366.79","15,450.27","15,339.99","201.12M","0.76%"
"12/30/2016","15,287.59","15,432.61","15,432.61","15,276.78","151.03M","-0.87%"
"12/29/2016","15,422.12","15,366.48","15,430.39","15,364.23","143.57M","0.40%"
"12/28/2016","15,361.10","15,375.07","15,411.93","15,341.24","150.19M","0.21%"
"12/23/2016","15,328.15","15,348.53","15,363.37","15,328.15","113.54M","-0.05%"
"12/22/2016","15,335.23","15,313.31","15,345.14","15,299.87","150.28M","0.19%"
"12/21/2016","15,305.89","15,301.32","15,328.87","15,297.31","144.85M","0.08%"
"12/20/2016","15,292.96","15,289.07","15,324.87","15,281.33","198.55M","0.15%"
"12/19/2016","15,269.85","15,270.38","15,303.91","15,254.01","206.91M","0.12%"
"12/16/2016","15,252.20","15,292.85","15,301.97","15,234.21","635.49M","0.22%"
"12/15/2016","15,218.31","15,185.48","15,271.24","15,175.98","276.85M","0.14%"
"12/14/2016","15,197.18","15,358.70","15,365.35","15,195.05","288.27M","-1.22%"
"12/13/2016","15,385.27","15,331.00","15,414.57","15,315.66","226.35M","0.64%"
"12/12/2016","15,287.70","15,340.87","15,374.29","15,286.52","238.60M","-0.16%"
"12/09/2016","15,312.20","15,302.33","15,347.74","15,300.59","209.89M","0.11%"
"12/08/2016","15,295.20","15,251.16","15,312.84","15,244.31","210.44M","0.38%"
"12/07/2016","15,237.75","15,128.98","15,249.24","15,124.24","220.65M","0.74%"
"12/06/2016","15,125.80","15,098.48","15,137.72","15,080.68","197.78M","0.20%"
"12/05/2016","15,095.17","15,080.98","15,141.02","15,075.17","227.07M","0.28%"
"12/02/2016","15,052.52","15,014.90","15,100.94","15,000.60","198.30M","0.17%"
"12/01/2016","15,027.53","15,138.60","15,149.54","15,014.76","284.15M","-0.37%"
"11/30/2016","15,082.85","15,118.37","15,141.02","15,076.47","367.86M","0.55%"
"11/29/2016","14,999.81","14,972.23","15,014.73","14,941.25","192.46M","-0.10%"
"11/28/2016","15,015.36","15,064.24","15,069.05","14,996.85","189.24M","-0.40%"
"11/25/2016","15,075.44","15,092.39","15,126.46","15,059.28","129.20M","0.00%"
"11/24/2016","15,075.20","15,082.58","15,121.67","15,067.37","69.56M","-0.04%"
"11/23/2016","15,080.91","15,026.69","15,111.93","15,026.69","216.01M","-0.13%"
"11/22/2016","15,100.38","15,074.20","15,112.65","15,034.51","220.58M","0.40%"
"11/21/2016","15,039.87","14,928.90","15,041.11","14,928.90","212.04M","1.18%"
"11/18/2016","14,864.03","14,810.74","14,872.17","14,797.88","192.17M","0.26%"
"11/17/2016","14,826.09","14,739.28","14,852.42","14,738.55","258.58M","0.63%"
"11/16/2016","14,733.22","14,707.86","14,734.20","14,672.79","223.99M","-0.16%"
"11/15/2016","14,756.10","14,637.38","14,767.80","14,618.34","252.40M","1.08%"
"11/14/2016","14,598.45","14,570.37","14,600.15","14,509.49","289.73M","0.30%"
"11/11/2016","14,555.41","14,722.17","14,728.57","14,481.59","276.19M","-1.28%"
"11/10/2016","14,744.25","14,813.99","14,852.75","14,735.40","314.98M","-0.11%"
"11/09/2016","14,759.91","14,637.90","14,807.05","14,631.72","295.78M","0.70%"
"11/08/2016","14,656.84","14,644.12","14,714.74","14,611.39","210.50M","0.03%"
"11/07/2016","14,652.45","14,596.17","14,664.11","14,594.61","176.60M","0.99%"
"11/04/2016","14,509.25","14,572.24","14,573.63","14,497.63","212.22M","-0.51%"
"11/03/2016","14,583.42","14,613.83","14,669.58","14,556.72","207.05M","-0.08%"
"11/02/2016","14,594.72","14,737.81","14,749.77","14,593.01","243.39M","-1.24%"
"11/01/2016","14,778.32","14,827.87","14,850.25","14,711.18","234.20M","-0.06%"
"10/31/2016","14,787.27","14,781.38","14,830.66","14,764.68","187.21M","0.01%"
"10/28/2016","14,785.29","14,812.09","14,872.81","14,773.09","202.49M","-0.33%"
"10/27/2016","14,833.75","14,863.96","14,898.57","14,820.19","204.34M","0.18%"
"10/26/2016","14,807.56","14,828.18","14,873.53","14,781.16","239.04M","-0.42%"
"10/25/2016","14,870.63","14,921.90","14,933.94","14,865.77","202.16M","-0.35%"
"10/24/2016","14,923.01","14,962.37","14,963.60","14,881.27","175.55M","-0.11%"
"10/21/2016","14,939.04","14,842.53","14,958.86","14,838.38","178.41M","0.61%"
"10/20/2016","14,847.92","14,819.53","14,872.74","14,794.52","192.65M","0.05%"
"10/19/2016","14,840.49","14,776.76","14,883.94","14,747.91","213.00M","0.60%"
"10/18/2016","14,752.25","14,671.68","14,777.40","14,654.23","195.09M","1.07%"
"10/17/2016","14,596.52","14,586.84","14,627.45","14,572.90","140.50M","0.08%"
"10/14/2016","14,584.99","14,681.11","14,726.47","14,584.99","169.90M","-0.40%"
"10/13/2016","14,643.71","14,534.10","14,672.25","14,472.78","212.85M","0.17%"
"10/12/2016","14,618.97","14,544.27","14,634.87","14,529.06","189.87M","0.48%"
"10/11/2016","14,549.60","14,593.98","14,593.98","14,529.60","183.18M","-0.11%"
"10/07/2016","14,566.26","14,606.25","14,626.98","14,496.20","192.56M","-0.20%"
"10/06/2016","14,595.50","14,597.97","14,632.61","14,564.44","222.99M","-0.10%"
"10/05/2016","14,610.58","14,581.97","14,640.43","14,581.18","240.78M","0.62%"
"10/04/2016","14,521.01","14,674.38","14,677.06","14,468.03","248.63M","-1.14%"
"10/03/2016","14,689.04","14,722.54","14,736.84","14,642.57","159.50M","-0.25%"
"09/30/2016","14,725.86","14,798.45","14,821.82","14,725.86","220.20M","-0.19%"
"09/29/2016","14,754.55","14,721.71","14,815.81","14,708.35","217.30M","0.16%"
"09/28/2016","14,731.43","14,606.51","14,740.07","14,574.50","230.93M","1.19%"
"09/27/2016","14,558.04","14,569.44","14,599.11","14,518.43","183.24M","-0.42%"
"09/26/2016","14,619.46","14,652.96","14,664.74","14,611.79","156.35M","-0.53%"
"09/23/2016","14,697.93","14,798.08","14,798.08","14,673.11","178.27M","-0.67%"
"09/22/2016","14,797.18","14,804.72","14,841.23","14,783.36","195.53M","0.59%"
"09/21/2016","14,710.82","14,597.16","14,720.78","14,594.95","202.74M","1.30%"
"09/20/2016","14,521.98","14,555.17","14,573.25","14,514.47","179.85M","0.18%"
"09/19/2016","14,496.23","14,512.21","14,557.48","14,472.61","166.80M","0.32%"
"09/16/2016","14,450.69","14,471.48","14,471.48","14,387.53","462.32M","-0.37%"
"09/15/2016","14,503.67","14,382.87","14,529.79","14,382.87","190.00M","0.96%"
"09/14/2016","14,366.46","14,346.87","14,455.77","14,342.87","196.52M","0.12%"
"09/13/2016","14,349.10","14,500.72","14,500.72","14,319.11","214.21M","-1.70%"
"09/12/2016","14,597.14","14,470.69","14,628.29","14,457.39","202.21M","0.39%"
"09/09/2016","14,540.00","14,717.23","14,717.23","14,502.90","202.11M","-1.78%"
"09/08/2016","14,803.26","14,798.28","14,822.96","14,746.91","199.10M","0.04%"
"09/07/2016","14,796.75","14,800.29","14,806.60","14,736.11","187.92M","-0.11%"
"09/06/2016","14,813.02","14,821.64","14,821.64","14,770.21","209.94M","0.12%"
"09/02/2016","14,795.70","14,736.16","14,841.36","14,736.16","174.03M","0.76%"
"09/01/2016","14,683.91","14,573.27","14,705.27","14,571.10","218.68M","0.59%"
"08/31/2016","14,597.95","14,653.68","14,666.57","14,543.15","239.64M","-0.59%"
"08/30/2016","14,684.85","14,703.55","14,779.58","14,659.01","181.54M","0.02%"
"08/29/2016","14,681.97","14,624.84","14,707.87","14,616.23","136.91M","0.29%"
"08/26/2016","14,639.88","14,662.50","14,746.19","14,596.88","174.59M","0.06%"
"08/25/2016","14,630.72","14,615.88","14,677.68","14,579.64","160.46M","0.03%"
"08/24/2016","14,626.24","14,749.81","14,757.80","14,618.40","181.08M","-0.94%"
"08/23/2016","14,764.77","14,774.38","14,796.56","14,752.71","153.96M","0.11%"
"08/22/2016","14,748.19","14,642.37","14,748.19","14,616.91","157.52M","0.41%"
"08/19/2016","14,687.46","14,679.68","14,700.13","14,633.88","134.94M","-0.06%"
"08/18/2016","14,695.68","14,710.37","14,712.70","14,665.93","149.24M","-0.01%"
"08/17/2016","14,697.60","14,695.91","14,701.78","14,609.70","175.49M","-0.04%"
"08/16/2016","14,703.44","14,765.21","14,765.21","14,688.81","148.23M","-0.50%"
"08/15/2016","14,777.02","14,770.58","14,802.98","14,767.85","149.00M","0.20%"
"08/12/2016","14,747.45","14,799.02","14,799.02","14,703.56","187.46M","-0.33%"
"08/11/2016","14,796.06","14,794.34","14,855.69","14,792.49","187.33M","0.14%"
"08/10/2016","14,775.04","14,820.88","14,846.30","14,751.38","188.37M","-0.18%"
"08/09/2016","14,801.23","14,773.42","14,835.15","14,773.42","170.40M","0.31%"
"08/08/2016","14,755.62","14,663.48","14,783.16","14,663.48","178.59M","0.73%"
"08/05/2016","14,648.77","14,559.64","14,651.43","14,559.64","188.56M","0.83%"
"08/04/2016","14,528.78","14,502.77","14,539.91","14,469.55","187.44M","0.12%"
"08/03/2016","14,512.05","14,477.50","14,523.89","14,439.84","178.76M","0.24%"
"08/02/2016","14,477.01","14,555.20","14,559.45","14,428.23","198.38M","-0.73%"
"07/29/2016","14,582.74","14,535.64","14,591.64","14,498.66","186.15M","0.21%"
"07/28/2016","14,552.72","14,548.82","14,571.56","14,499.48","199.16M","0.04%"
"07/27/2016","14,546.54","14,571.35","14,609.02","14,460.22","192.83M","-0.02%"
"07/26/2016","14,550.00","14,495.80","14,564.89","14,491.67","165.28M","0.36%"
"07/25/2016","14,498.10","14,590.87","14,590.87","14,472.16","155.25M","-0.70%"
"07/22/2016","14,600.66","14,573.52","14,605.25","14,546.57","137.58M","0.24%"
"07/21/2016","14,565.83","14,541.39","14,596.31","14,531.09","156.96M","0.22%"
"07/20/2016","14,533.57","14,508.29","14,567.35","14,484.60","194.10M","0.06%"
"07/19/2016","14,524.61","14,530.45","14,536.63","14,499.76","145.41M","-0.05%"
"07/18/2016","14,532.40","14,485.87","14,534.81","14,482.19","130.54M","0.35%"
"07/15/2016","14,482.42","14,526.55","14,531.74","14,482.42","150.48M","-0.22%"
"07/14/2016","14,514.52","14,518.61","14,558.12","14,494.93","391.81M","0.14%"
"07/13/2016","14,493.80","14,484.94","14,535.65","14,419.26","212.66M","0.11%"
"07/12/2016","14,477.67","14,387.28","14,487.98","14,387.28","246.94M","0.81%"
"07/11/2016","14,361.88","14,277.22","14,415.48","14,277.22","209.80M","0.72%"
"07/08/2016","14,259.84","14,152.79","14,327.80","14,152.79","202.72M","0.89%"
"07/07/2016","14,134.46","14,235.33","14,259.06","14,102.98","205.37M","-0.68%"
"07/06/2016","14,231.06","14,196.14","14,233.93","14,080.24","251.67M","0.08%"
"07/05/2016","14,219.57","14,243.83","14,249.92","14,147.20","221.27M","-0.28%"
"07/04/2016","14,258.87","14,200.05","14,291.62","14,200.05","116.77M","1.38%"
"06/30/2016","14,064.54","14,056.17","14,106.79","13,967.61","246.97M","0.20%"
"06/29/2016","14,036.74","13,928.71","14,057.97","13,928.71","235.54M","1.40%"
"06/28/2016","13,842.69","13,745.59","13,869.20","13,745.59","222.71M","1.12%"
"06/27/2016","13,689.79","13,856.92","13,856.92","13,609.58","285.93M","-1.45%"
"06/24/2016","13,891.88","14,020.54","14,020.54","13,790.71","278.51M","-1.69%"
"06/23/2016","14,131.38","14,071.49","14,150.40","14,071.49","179.67M","0.91%"
"06/22/2016","14,003.81","14,037.72","14,066.56","13,981.77","193.98M","-0.06%"
"06/21/2016","14,012.32","14,007.04","14,049.22","13,956.88","162.88M","-0.02%"
"06/20/2016","14,015.14","13,915.26","14,059.44","13,915.26","192.09M","0.82%"
"06/17/2016","13,901.77","13,894.89","13,957.21","13,891.96","587.68M","0.14%"
"06/16/2016","13,882.41","13,907.92","13,907.92","13,814.19","252.33M","-0.29%"
"06/15/2016","13,923.45","13,883.87","13,987.57","13,883.87","233.77M","0.28%"
"06/14/2016","13,884.23","13,981.59","13,999.96","13,855.48","212.74M","-0.78%"
"06/13/2016","13,993.88","14,035.42","14,078.63","13,958.82","230.79M","-0.31%"
"06/10/2016","14,037.54","14,214.77","14,214.77","14,003.74","206.94M","-1.42%"
"06/09/2016","14,240.02","14,270.48","14,270.48","14,203.37","204.02M","-0.51%"
"06/08/2016","14,313.10","14,411.60","14,450.91","14,289.66","273.08M","-0.37%"
"06/07/2016","14,365.61","14,272.11","14,365.61","14,272.11","231.78M","0.63%"
"06/06/2016","14,276.16","14,261.21","14,297.51","14,236.72","221.59M","0.35%"
"06/03/2016","14,226.78","14,153.97","14,240.29","14,128.16","225.08M","0.64%"
"06/02/2016","14,136.99","14,055.84","14,147.63","14,017.05","159.51M","0.52%"
"06/01/2016","14,063.54","14,017.03","14,066.01","13,959.59","197.73M","-0.02%"
"05/31/2016","14,065.78","14,099.71","14,172.35","14,063.26","350.40M","-0.15%"
"05/30/2016","14,086.67","14,119.64","14,123.97","14,068.85","69.15M","-0.13%"
"05/27/2016","14,105.23","14,050.48","14,130.91","14,045.59","178.30M","0.40%"
"05/26/2016","14,049.20","14,126.95","14,143.50","14,048.99","205.33M","-0.03%"
"05/25/2016","14,053.74","13,963.68","14,093.29","13,963.68","225.24M","0.72%"
"05/24/2016","13,952.85","13,927.68","14,025.82","13,920.28","213.00M","0.24%"
"05/20/2016","13,919.58","13,863.85","13,962.01","13,863.85","192.30M","0.74%"
"05/19/2016","13,817.32","13,759.06","13,817.32","13,690.16","245.23M","-0.06%"
"05/18/2016","13,826.01","13,900.65","13,949.50","13,792.21","270.18M","-0.65%"
"05/17/2016","13,917.10","13,886.64","13,981.23","13,873.67","237.68M","0.17%"
"05/16/2016","13,893.49","13,807.24","13,930.61","13,807.24","213.15M","1.05%"
"05/13/2016","13,748.58","13,774.31","13,833.61","13,725.53","221.86M","-0.28%"
"05/12/2016","13,787.80","13,843.06","13,882.54","13,670.24","229.07M","0.00%"
"05/11/2016","13,788.21","13,779.00","13,829.73","13,737.33","256.55M","0.09%"
"05/10/2016","13,775.19","13,581.98","13,797.96","13,581.98","217.46M","1.56%"
"05/09/2016","13,563.84","13,663.57","13,663.57","13,535.54","200.74M","-1.00%"
"05/06/2016","13,701.47","13,621.84","13,768.36","13,597.62","236.54M","0.51%"
"05/05/2016","13,632.01","13,683.83","13,758.90","13,578.79","241.88M","0.00%"
"05/04/2016","13,632.00","13,680.72","13,734.08","13,570.02","242.92M","-0.55%"
"05/03/2016","13,707.68","13,842.06","13,842.06","13,599.93","254.40M","-1.14%"
"05/02/2016","13,865.63","13,963.92","13,963.92","13,836.38","240.76M","-0.62%"
"04/29/2016","13,951.45","13,891.73","13,972.62","13,889.23","330.82M","0.47%"
"04/28/2016","13,886.43","13,874.05","13,966.52","13,780.23","300.92M","-0.01%"
"04/27/2016","13,887.66","13,833.90","13,902.80","13,823.51","267.46M","0.57%"
"04/26/2016","13,809.44","13,821.40","13,862.36","13,792.98","223.16M","0.10%"
"04/25/2016","13,795.99","13,861.12","13,861.12","13,755.98","182.89M","-0.56%"
"04/22/2016","13,874.00","13,874.73","13,928.81","13,854.35","224.86M","-0.05%"
"04/21/2016","13,881.20","13,924.20","13,963.09","13,844.74","263.39M","-0.22%"
"04/20/2016","13,911.29","13,873.00","13,971.83","13,854.02","302.42M","0.32%"
"04/19/2016","13,867.28","13,761.14","13,871.84","13,739.21","260.81M","1.07%"
"04/18/2016","13,719.82","13,595.59","13,730.59","13,548.83","223.28M","0.61%"
"04/15/2016","13,637.20","13,632.17","13,657.56","13,596.15","201.68M","-0.23%"
"04/14/2016","13,668.29","13,679.99","13,701.07","13,629.59","227.93M","-0.02%"
